Date,AAPL,MSFT,GOOGL,AMZN,TSLA,JPM,V,JNJ,WMT,PG
2025-05-06 00:24:13.054545,150.0,300.0,140.0,170.0,250.0,145.0,230.0,160.0,145.0,140.0
2025-05-07 00:24:13.054545,151.26266260853018,304.0303969925373,136.6130888074252,173.47947735880518,255.69640450617766,142.84773325343318,232.46666406298453,161.49140455510351,146.13568148547483,140.31961812633992
2025-05-08 00:24:13.054545,151.02333180201177,313.18919296402913,138.03468931586863,170.46329429771993,259.06834343381047,145.91456791559543,235.83184965722484,164.00292822434625,147.7414479654568,140.97627024631916
2025-05-09 00:24:13.054545,152.6536851217327,317.8942057968151,136.51629866096297,179.03809243825737,266.5786276968772,146.74277443576696,236.28366009253713,166.0926919173842,145.10117936346367,141.58989566786005
2025-05-10 00:24:13.054545,156.4060201405808,311.4275373945255,135.40834689606262,180.8067001064412,272.12337839911504,145.49759022463638,241.4918999756791,168.7192266950963,143.8980956848498,143.39280108399723
2025-05-11 00:24:13.054545,155.92236096507023,309.56004106886166,134.05796600559324,181.53871952942936,281.3351504358595,145.45309721605275,237.6505849680594,169.95592276196354,142.69451594919008,141.8846775352115
2025-05-12 00:24:13.054545,155.440237738399,315.21632953533805,132.0788448914395,178.69475541688433,276.81559302619144,146.53397129849807,237.1346595239858,170.13101835693695,141.22471155696005,142.89684191843273
2025-05-13 00:24:13.054545,159.3986014614143,312.35003869397656,132.25477807963946,181.15898616506072,288.52147770531917,146.73243739579476,234.82239299615196,167.60972876251776,142.60341829814578,144.65406206529198
2025-05-14 00:24:13.054545,161.41996685522977,314.4943357167001,130.37935349274093,179.2888861489935,290.54616371025656,147.7866384835008,228.6210499099278,167.2732335185895,142.3409368884926,142.10110591154475
2025-05-15 00:24:13.054545,160.32258734694938,318.0952029630754,131.06340187207246,179.8018897992866,309.7681819785596,146.1310480867455,228.49233399484876,165.99351448678962,141.96484743411574,142.59839801788172
2025-05-16 00:24:13.054545,161.78789661804169,314.2361473015947,131.00967551263895,188.60078398879696,303.28977538252116,146.5008431109437,228.23435816224327,169.4513155637781,138.78987167646852,141.91337281552492
2025-05-17 00:24:13.054545,160.70344778588188,314.20137450155437,130.51990148564093,188.3631836058783,320.1136750724531,143.94963302507574,233.38395208143243,169.22348752565645,139.83941540960961,141.8361870497173
2025-05-18 00:24:13.054545,159.62041645163958,300.31195903805116,128.49270189693763,192.55893206407444,322.3631953494052,143.80503687702438,235.66516885664947,169.47421518998542,137.9243528579006,142.37261538805623
2025-05-19 00:24:13.054545,160.32366979951303,296.26303531296537,127.24669537510285,190.10703493356093,316.0048753990841,142.22442675852153,232.3177450613853,170.4111546267819,138.06734110441954,141.71299956503776
2025-05-20 00:24:13.054545,155.58833489066768,295.43765246494365,129.00270477421532,190.0869473187609,311.43945171778086,140.96289881805745,238.70606415654362,170.53546355011693,138.55089458823628,140.78722828887794
2025-05-21 00:24:13.054545,151.45440505024416,290.53977959543033,130.20391851432208,196.55380829522446,308.5442043738169,143.21409542422992,243.08060008083328,173.32102172710935,140.73799820448477,140.87479819695605
2025-05-22 00:24:13.054545,150.20339800426217,297.3202168125199,128.0208853302297,194.33412454134543,312.9112225137104,145.24000782555112,245.28503085985358,172.35631291135167,138.69962144602925,139.37016642585257
2025-05-23 00:24:13.054545,147.89697184141235,291.6397324666727,128.30614756818372,201.0984316886785,318.3125147889053,146.41227541938164,244.63587776699717,172.72796964176365,134.0003525035518,137.88360091096635
2025-05-24 00:24:13.054545,148.71693756004254,290.06949817164343,130.06771573403586,203.8998957159125,312.81328385219433,144.45547215413987,241.3905266472255,171.5709984445706,134.32755466426156,138.8660514662689
2025-05-25 00:24:13.054545,146.6788021271469,290.802265880096,126.29973843201604,201.8457944294799,312.8215900587745,143.9369425387322,240.24202705496273,169.48545344680258,137.11794373158966,137.29672930914697
2025-05-26 00:24:13.054545,143.50372609906222,296.8185157673919,127.57033444037536,204.37026735609618,334.17755235964563,146.19393422623963,244.1842558716383,168.55951810512295,139.0931927074724,138.2569244930989
2025-05-27 00:24:13.054545,146.90146907682347,291.1240842229793,126.1400931518358,208.2400402477215,352.6262071444457,146.5129718867891,251.00676633711103,168.55403915898003,139.4735370854741,138.93994961330378
2025-05-28 00:24:13.054545,146.4665813180621,296.0249311380124,127.46968604584818,210.8027794735072,357.7521772636811,150.85233902102962,256.7785207591679,167.92380475019723,138.74583564952675,136.56175353198375
2025-05-29 00:24:13.054545,146.70952651414572,296.2783588541419,125.81430917478762,204.6644339160759,358.4643358638636,151.65972553857185,255.1228534954954,166.8784281928581,140.06517713536388,135.66707848961573
2025-05-30 00:24:13.054545,143.50503295399145,292.45988022094303,121.86890612706844,201.9657193950609,360.10405290285,152.08686254257202,251.1463017446677,164.7138496596551,138.56902424351028,137.33758375914496
2025-05-31 00:24:13.054545,142.36015210132206,294.5417377181632,118.42842993942617,201.1331950940774,367.34850040584627,151.5549119756403,251.81841206461166,164.63679429194104,139.36697843914658,136.01757164373294
2025-06-01 00:24:13.054545,142.6935744805765,295.5646793437306,118.58526816896341,200.9620098202312,355.8059377645799,151.87003747516889,245.52613540468406,162.34820936995047,140.21553320324662,135.4186893748087
2025-06-02 00:24:13.054545,140.1919838968634,293.317223750414,119.18498527216158,203.43085939436136,353.20394738999795,151.6385702276435,246.83164223361985,163.5657095875035,141.9512322958643,136.08696893805362
2025-06-03 00:24:13.054545,141.10490368557873,293.81048115371516,117.34066252125254,204.22704481630237,334.9214726383864,153.05156210451273,246.46049634621045,163.74505002585659,146.44381085163903,137.19929101194685
2025-06-04 00:24:13.054545,139.8541593931693,292.4514141139708,118.71823048315925,199.18670485160516,339.3987019544393,154.9570757294002,244.95282020079802,161.5418428910946,147.147725492776,136.88956417651013
2025-06-05 00:24:13.054545,139.29495160368808,293.12039328610126,115.2955519934546,200.72853335831718,346.5866257376845,153.48409854842274,239.4486923546915,161.12114095116,146.35107326914226,136.10319401070544
2025-06-06 00:24:13.054545,138.05790791399266,296.01951646242816,115.21607327949297,203.15625294081627,341.58701236961804,150.97077597096842,241.38254864973342,160.02716873771334,146.3609018287937,138.0921949887361
2025-06-07 00:24:13.054545,142.16732270129276,302.73750555144244,112.80988611368181,205.41831668441426,358.79260463911714,147.5381250840111,239.6727904210024,160.56059945463835,143.47725654415703,140.55082142944045
2025-06-08 00:24:13.054545,142.22172683533867,297.7604329498142,111.56659507328669,209.72807337415244,345.22509959636,148.54092911098186,235.76238958526775,162.64524224899938,142.3982840995697,141.97653235876848
2025-06-09 00:24:13.054545,139.93734107632443,306.77523417752263,111.71299548767072,213.1498294533192,329.5761070986793,146.53498974364047,226.10078858111126,159.81501107025707,141.7882948805472,142.13805960277614
2025-06-10 00:24:13.054545,141.83336650379488,298.695048064576,110.0708060994868,215.11789370691116,332.16763606429515,142.618542251524,226.15420876606382,160.03944801654498,140.99634188967138,141.0196071990234
2025-06-11 00:24:13.054545,139.19083470218098,298.28008358573675,109.37661905088768,214.9521557487786,343.3863147346696,143.37334456073,232.10487616358213,159.84809647047263,141.29027480984755,139.87843210390415
2025-06-12 00:24:13.054545,139.7315257501362,300.92511080843803,111.37006560426232,208.32439499919278,361.8716199492185,147.93342941796257,237.83886563944804,160.9128490804596,140.02315216948767,140.6539495951956
2025-06-13 00:24:13.054545,135.5023184041875,302.3119142406155,110.28986220641674,210.13152095147646,356.92850973904893,147.9808182797201,236.4147384516646,161.28809448118574,141.8530357468191,141.28616595536084
2025-06-14 00:24:13.054545,132.74867740736414,299.91895870066264,111.96807838958513,211.07301185155666,369.3385226587985,149.60280882800444,234.50206945940755,160.19327380108413,141.90403060140164,143.32133153833254
2025-06-15 00:24:13.054545,133.2392516246326,299.2681292925357,109.79030313123974,212.27357681330477,369.1836767488852,149.81640848844899,236.24367439956185,159.76118192073892,141.9397460192875,144.30074630424144
2025-06-16 00:24:13.054545,134.86810062095068,297.4371874163275,110.86856004399215,207.26971025238504,367.46933613743346,149.68920430121742,232.97634767198986,158.610218109259,141.46271012972713,142.15472758710106
2025-06-17 00:24:13.054545,135.31236084441554,295.22022682458675,113.74039621873622,203.15032990409458,377.98863192734103,151.48189728289938,234.1429707367472,160.27321009804504,141.7621640259288,143.7014297563987
2025-06-18 00:24:13.054545,135.14646096754376,298.90713305504886,108.83596484935241,207.30643495876058,386.0548678325174,150.98802235176052,236.89049346281462,160.35636568443823,143.13908259904312,142.2957814865586
2025-06-19 00:24:13.054545,134.58604922040823,300.5995617663752,107.35800285146627,207.26663904965585,367.19298554471345,151.55659068490434,241.2520056561974,163.28800456364633,141.78281265321996,141.78461393385993
2025-06-20 00:24:13.054545,131.53238669927248,297.9276709425526,108.50187940331631,210.05120585502692,384.5613240622268,152.23099277785988,241.05510167101448,163.2462468413001,140.77541788035353,142.18154830041206
2025-06-21 00:24:13.054545,130.1195654229431,301.85482483141425,108.16496007272747,210.28031344423653,401.5829475850568,151.01005102320423,240.49680970819557,162.20533091030526,140.34087420753073,145.08094506018665
2025-06-22 00:24:13.054545,129.2530809331559,303.3559660109865,108.9245580612102,210.5153844891709,393.98912557630035,152.9573836479525,237.59020101571818,159.93676020156244,138.24929009885977,149.668812297005
2025-06-23 00:24:13.054545,131.48183682774555,306.99001753214793,107.81602119473234,214.3651746400584,399.21353575171366,152.6809192426234,234.89463336624664,157.26252031025092,137.01439655025663,150.62564073539
2025-06-24 00:24:13.054545,132.27161107805387,309.8880405273597,108.03202959780958,212.39370676150554,405.7423294238043,151.2877564477377,234.2729964463027,154.95843294349007,136.32347483539667,150.3893587240339
2025-06-25 00:24:13.054545,128.67778683656667,306.5491502104204,107.78682953198684,212.89751896959353,409.39567501586544,152.37040401952234,235.66868872226857,155.39875816451976,137.72376015492608,151.24132772525834
